datadate,fyearq,fqtr,tic,conm,atq,ceqq,cheq,chq,cshoq,dlcq,dpq,intanq,ltq,niq,pstkq,pstkrq,seqq,txditcq,xsgaq,capxy,epspxy,costat,mkvaltq,sic
20191231,2019.0,4.0,AVB,AVALONBAY COMMUNITIES INC,19121.051,10989.549,127.614,39.687,140.644,527.511,,0.0,8127.601,167.65,0.0,0.0,10989.549,0.0,15.031,5.266,5.64,A,29493.0468,6798.0
20200331,2020.0,1.0,AVB,AVALONBAY COMMUNITIES INC,19891.336,10911.928,868.421,777.995,140.733,,,0.0,8976.094,167.971,0.0,0.0,10911.928,0.0,20.654,10.663,1.19,A,20711.6756,6798.0
20200630,2020.0,2.0,AVB,AVALONBAY COMMUNITIES INC,19351.49,10870.19,415.694,322.817,140.743,,,0.0,8477.931,170.828,0.0,0.0,10870.19,0.0,15.961,14.461,2.41,A,21764.4975,6798.0
20200930,2020.0,3.0,AVB,AVALONBAY COMMUNITIES INC,19144.611,10669.644,182.4,87.53,139.829,,,0.0,8471.776,147.703,0.0,0.0,10669.644,0.0,14.552,24.72,3.46,A,20882.0629,6798.0
20201231,2020.0,4.0,AVB,AVALONBAY COMMUNITIES INC,19199.144,10751.583,313.532,216.976,139.527,37.148,,0.0,8444.293,341.128,0.0,0.0,10751.583,0.0,21.575,28.505,5.89,A,22384.3166,6798.0
20210331,2021.0,1.0,AVB,AVALONBAY COMMUNITIES INC,19120.532,10668.329,229.732,129.298,139.604,,,0.0,8448.771,142.223,0.0,0.0,10668.329,0.0,17.182,2.234,1.02,A,25758.334,6798.0
20210630,2021.0,2.0,AVB,AVALONBAY COMMUNITIES INC,19316.625,10908.019,487.105,297.036,139.618,,,0.0,8404.999,447.953,0.0,0.0,10908.019,0.0,20.118,2.584,4.23,A,29136.8804,6798.0
20210930,2021.0,3.0,AVB,AVALONBAY COMMUNITIES INC,19478.967,10787.66,435.85,322.294,139.639,,,0.0,8687.601,78.914,0.0,0.0,10787.66,0.0,17.73,4.689,4.79,A,30949.588,6798.0
20100131,2010.0,2.0,CPRT,COPART INC,1147.889,1001.423,189.29,189.29,84.237,,10.545,191.991,146.466,35.735,0.0,0.0,1001.423,10.504,23.363,39.847,0.84,A,2843.8411,5010.0
20100430,2010.0,3.0,CPRT,COPART INC,1202.006,1046.462,264.252,264.252,84.333,,10.851,187.466,155.544,44.389,0.0,0.0,1046.462,23.747,26.335,59.509,1.37,A,3009.8448,5010.0
20100731,2010.0,4.0,CPRT,COPART INC,1228.812,1087.234,268.188,268.188,84.363,,11.14,188.886,141.578,36.233,0.0,0.0,1087.234,9.748,27.016,75.84,1.8,A,3074.1877,5010.0
20101031,2011.0,1.0,CPRT,COPART INC,1210.147,1059.029,260.47,260.47,82.186,0.0,11.725,190.414,151.118,37.826,0.0,0.0,1059.029,9.671,26.628,14.777,0.45,A,2782.818,5010.0
20110131,2011.0,2.0,CPRT,COPART INC,1188.411,641.334,203.954,203.954,70.199,50.656,11.364,188.718,547.077,37.893,0.0,0.0,641.334,9.39,23.103,42.335,0.92,A,2755.3108,5010.0
20110430,2011.0,3.0,CPRT,COPART INC,1191.312,646.342,192.148,192.148,68.944,50.745,11.327,211.025,544.97,50.135,0.0,0.0,646.342,9.482,24.496,56.504,1.61,A,3128.6787,5010.0
20110731,2011.0,4.0,CPRT,COPART INC,1084.436,555.172,74.009,74.009,66.006,50.37,11.286,211.368,529.264,40.521,0.0,0.0,555.172,10.057,23.237,70.17,2.2,A,2867.9607,5010.0
20111031,2012.0,1.0,CPRT,COPART INC,1225.884,554.845,212.677,212.677,65.055,75.387,12.095,208.528,671.039,41.149,0.0,0.0,554.845,9.585,25.156,7.274,0.63,A,2833.1453,5010.0
20120131,2012.0,2.0,CPRT,COPART INC,1139.658,507.372,127.64,127.64,63.263,75.18,12.151,205.138,632.286,40.603,0.0,0.0,507.372,9.063,22.916,14.875,1.26,A,2975.8915,5010.0
20120430,2012.0,3.0,CPRT,COPART INC,1204.763,578.732,207.134,207.134,126.874,75.174,12.069,207.183,626.031,55.471,0.0,0.0,578.732,9.13,23.302,28.526,1.07,A,3350.7423,5010.0
20120731,2012.0,4.0,CPRT,COPART INC,1155.066,561.117,140.112,140.112,124.394,75.17,11.839,204.423,593.949,44.896,0.0,0.0,561.117,7.186,25.802,54.832,1.42,A,2955.6014,5010.0
20121031,2013.0,1.0,CPRT,COPART INC,1214.526,608.871,131.43,131.43,124.298,75.177,12.139,205.599,605.655,45.845,0.0,0.0,608.871,7.098,27.052,47.62,0.37,A,3578.5394,5010.0
20130131,2013.0,2.0,CPRT,COPART INC,1253.946,667.503,49.51,49.51,125.284,75.177,12.612,225.113,586.443,39.64,0.0,0.0,667.503,9.153,29.305,85.682,0.69,A,4498.9484,5010.0
20130430,2013.0,3.0,CPRT,COPART INC,1298.682,724.394,139.331,139.331,125.437,75.937,12.797,221.68,574.288,53.236,0.0,0.0,724.394,8.638,28.451,114.265,1.11,A,4421.6543,5010.0
20130731,2013.0,4.0,CPRT,COPART INC,1334.481,762.401,63.631,63.631,125.495,92.338,12.18,285.169,572.08,41.304,0.0,0.0,762.401,8.071,35.423,130.265,1.44,A,4079.8425,5010.0
20131031,2014.0,1.0,CPRT,COPART INC,1397.388,822.647,77.052,77.052,125.547,77.305,12.804,297.354,574.741,41.422,0.0,0.0,822.647,7.475,35.568,21.302,0.33,A,4046.3798,5010.0
20140131,2014.0,2.0,CPRT,COPART INC,1438.493,880.724,46.199,46.199,125.86,94.062,11.976,310.936,557.769,45.345,0.0,0.0,880.724,7.461,34.146,51.768,0.69,A,4314.4808,5010.0
20140430,2014.0,3.0,CPRT,COPART INC,1476.672,939.761,132.832,132.832,125.904,76.171,12.769,313.786,536.911,40.877,0.0,0.0,939.761,7.494,35.256,78.078,1.02,A,4566.5381,5010.0
20140731,2014.0,4.0,CPRT,COPART INC,1506.804,1003.499,158.668,158.668,126.143,79.674,13.377,309.022,503.305,51.043,0.0,0.0,1003.499,7.372,33.555,81.51,1.42,A,4210.6533,5010.0
20141031,2015.0,1.0,CPRT,COPART INC,1536.586,1037.431,198.484,198.484,126.335,76.171,11.73,301.148,499.155,52.615,0.0,0.0,1037.431,6.854,37.037,23.388,0.42,A,4224.6424,5010.0
20150131,2015.0,2.0,CPRT,COPART INC,1952.071,1073.237,590.366,590.366,126.427,76.171,11.407,291.917,878.834,52.193,0.0,0.0,1073.237,6.324,31.539,39.459,0.83,A,4627.2282,5010.0
20150430,2015.0,3.0,CPRT,COPART INC,2002.977,1135.968,678.742,678.742,126.521,64.921,12.164,291.199,867.009,57.563,0.0,0.0,1135.968,6.334,29.734,49.079,1.29,A,4500.352,5010.0
20150731,2015.0,4.0,CPRT,COPART INC,1799.952,964.464,456.012,456.012,120.156,53.671,11.272,289.707,835.488,57.412,0.0,0.0,964.464,5.322,28.444,79.153,1.75,A,4329.2207,5010.0
20151031,2016.0,1.0,CPRT,COPART INC,1855.764,1016.545,494.809,472.916,120.231,42.421,11.521,286.849,839.219,52.61,0.0,0.0,1016.545,5.194,31.439,20.167,0.44,A,4353.5645,5010.0
20160131,2016.0,2.0,CPRT,COPART INC,1604.364,731.4,158.881,141.416,111.999,99.171,11.691,278.536,872.964,59.004,0.0,0.0,731.4,4.868,29.086,77.763,0.94,A,3753.0865,5010.0
20160430,2016.0,3.0,CPRT,COPART INC,1624.135,716.527,137.653,137.653,109.222,30.369,12.365,280.757,907.608,74.626,0.0,0.0,716.527,5.001,31.677,143.833,1.59,A,4679.0705,5010.0
20160731,2016.0,4.0,CPRT,COPART INC,1649.82,774.456,155.849,155.849,110.122,76.151,12.998,271.959,875.364,84.12,0.0,0.0,774.456,3.816,30.997,173.917,2.36,A,5554.5537,5010.0
20161031,2017.0,1.0,CPRT,COPART INC,1770.396,807.407,168.421,168.421,114.512,171.151,14.709,265.334,962.989,167.28,0.0,0.0,807.407,3.38,35.208,38.209,1.48,A,6008.4446,5010.0
20170131,2017.0,2.0,CPRT,COPART INC,1841.241,895.703,174.952,174.952,114.761,146.151,15.215,265.805,945.538,66.066,0.0,0.0,895.703,3.446,32.387,92.412,2.05,A,6511.5391,5010.0
20170430,2017.0,3.0,CPRT,COPART INC,1811.686,1006.329,189.621,189.621,230.331,16.151,13.208,266.258,805.357,90.546,0.0,0.0,1006.329,3.773,32.46,134.71,1.42,A,7117.2279,5010.0
20170731,2017.0,4.0,CPRT,COPART INC,1982.501,1098.066,210.1,210.1,230.488,82.155,13.868,416.181,883.901,70.335,0.0,0.0,1098.066,3.192,32.364,172.178,1.72,A,7258.0671,5010.0
20171031,2018.0,1.0,CPRT,COPART INC,2062.67,1188.331,224.246,224.246,231.219,33.15,15.902,412.309,873.761,77.515,0.0,0.0,1188.331,4.807,33.956,41.484,0.34,A,8390.9375,5010.0
20180131,2018.0,2.0,CPRT,COPART INC,2143.541,1331.168,195.3,195.3,231.828,111.851,17.871,414.433,811.75,103.256,0.0,0.0,1331.168,5.196,34.684,110.905,0.78,A,10216.66,5010.0
20180430,2018.0,3.0,CPRT,COPART INC,2165.193,1460.131,204.275,204.275,232.255,1.151,16.573,411.841,704.381,127.348,0.0,0.0,1460.131,3.927,39.064,179.695,1.33,A,11863.5854,5010.0
20180731,2018.0,4.0,CPRT,COPART INC,2307.698,1581.099,274.52,274.52,233.899,1.151,17.752,402.127,726.599,109.748,0.0,0.0,1581.099,19.733,47.818,287.91,1.8,A,13423.4636,5010.0
20181031,2019.0,1.0,CPRT,COPART INC,2381.788,1671.76,320.309,320.309,234.008,0.999,21.869,398.017,710.028,114.083,0.0,0.0,1671.76,23.815,39.794,62.336,0.49,A,11445.3313,5010.0
20190131,2019.0,2.0,CPRT,COPART INC,2296.905,1459.953,108.174,108.174,226.701,94.122,20.399,398.31,836.952,131.373,0.0,0.0,1459.953,32.314,37.927,136.727,1.06,A,11477.8716,5010.0
20190430,2019.0,3.0,CPRT,COPART INC,2391.763,1618.852,102.826,102.826,228.814,7.556,21.112,395.352,772.911,192.741,0.0,0.0,1618.852,40.165,38.371,259.336,1.9,A,15403.7585,5010.0
20190731,2019.0,4.0,CPRT,COPART INC,2547.617,1778.381,186.319,186.319,229.79,1.138,21.515,388.477,769.236,153.496,0.0,0.0,1778.381,48.683,44.047,373.883,2.57,A,17815.6187,5010.0
20191031,2020.0,1.0,CPRT,COPART INC,2855.939,1926.599,181.102,181.102,232.434,27.645,23.014,389.796,929.34,218.18,0.0,0.0,1926.599,53.678,43.284,131.793,0.94,A,19208.3458,5010.0
20200131,2020.0,2.0,CPRT,COPART INC,3048.605,2124.729,93.511,93.511,233.637,37.529,24.282,388.553,923.876,168.707,0.0,0.0,2124.729,55.499,43.946,400.352,1.67,A,23704.81,5010.0
20200430,2020.0,3.0,CPRT,COPART INC,3161.583,2281.011,306.387,306.387,234.701,26.938,26.715,386.71,880.572,147.487,0.0,0.0,2281.011,57.724,41.13,487.73,2.3,A,18801.8971,5010.0
20200731,2020.0,4.0,CPRT,COPART INC,3455.261,2489.516,477.718,477.718,235.315,25.572,27.379,391.394,965.745,165.533,0.0,0.0,2489.516,71.686,38.952,591.972,3.0,A,21943.1238,5010.0
20201031,2021.0,1.0,CPRT,COPART INC,3741.188,2710.833,605.732,605.732,236.118,25.604,28.949,388.44,1030.355,200.285,0.0,0.0,2710.833,77.826,42.52,147.093,0.85,A,26057.9825,5010.0
20210131,2021.0,2.0,CPRT,COPART INC,3934.438,2942.592,616.403,616.403,236.307,23.804,31.392,391.236,991.846,193.44,0.0,0.0,2942.592,81.316,43.065,283.214,1.67,A,25934.6933,5010.0
20210430,2021.0,3.0,CPRT,COPART INC,4281.946,3249.377,911.89,911.89,236.568,24.006,31.966,390.05,1032.569,286.796,0.0,0.0,3249.377,57.767,47.14,364.395,2.88,A,29455.0817,5010.0
20210731,2021.0,4.0,CPRT,COPART INC,4562.143,3529.201,1048.26,1048.26,237.014,22.472,29.664,401.59,1032.942,255.974,0.0,0.0,3529.201,63.969,52.886,462.996,3.96,A,34841.058,5010.0
20211031,2022.0,1.0,CPRT,COPART INC,4918.852,3793.821,1298.373,1298.373,237.181,23.536,31.76,397.976,1125.031,260.363,0.0,0.0,3793.821,72.166,49.586,64.696,1.1,A,36831.8375,5010.0
20100331,2010.0,1.0,PLD,PROLOGIS INC,16765.477,7378.329,55.878,55.878,476.547,,,0.0,9022.664,-84.76,350.0,0.0,7728.329,,,0.0,-0.25,A,6290.4204,6798.0
20100630,2010.0,2.0,PLD,PROLOGIS INC,16398.479,6991.932,25.102,25.102,476.696,,,0.0,9039.113,-16.781,350.0,0.0,7341.932,,,0.0,-0.34,A,4828.9305,6798.0
20100930,2010.0,3.0,PLD,PROLOGIS INC,16769.919,7315.391,17.799,17.799,477.009,,,0.0,9086.837,-8.683,350.0,0.0,7665.391,,,0.0,-0.45,A,5619.166,6798.0
20101231,2010.0,4.0,PLD,PROLOGIS INC,14902.667,7155.223,64.715,37.634,570.076,176.273,,145.692,7382.312,-1160.272,350.0,0.0,7505.223,,,0.0,-3.28,A,8231.8974,6798.0
20110331,2011.0,1.0,PLD,PROLOGIS INC,14935.695,7258.651,58.832,24.744,570.552,,,0.0,7309.306,-40.247,350.0,0.0,7608.651,,,0.0,-0.1,A,9117.421,6798.0
20110630,2011.0,2.0,PLD,PROLOGIS INC,29134.506,13771.34,329.283,260.893,458.872,,,512.377,14064.261,-143.829,582.2,0.0,14353.54,593.106,,0.0,-0.82,A,16445.9725,6798.0
20110930,2011.0,3.0,PLD,PROLOGIS INC,28586.304,13350.63,294.547,216.749,459.058,,,489.876,13984.338,65.845,582.2,0.0,13932.83,604.302,,0.0,-0.59,A,11132.1565,6798.0
20111231,2011.0,4.0,PLD,PROLOGIS INC,27723.912,13079.439,248.064,176.072,458.597,1220.0,,0.0,13268.438,-35.183,582.2,0.0,13661.639,,,0.0,-0.8,A,13111.2882,6798.0
20120331,2012.0,1.0,PLD,PROLOGIS INC,28867.953,13135.455,435.693,343.736,459.555,,,0.0,14317.293,212.98,582.2,0.0,13717.655,,60.159,0.0,0.39,A,16553.1711,6798.0
20120630,2012.0,2.0,PLD,PROLOGIS INC,28415.563,12884.771,444.815,293.631,460.624,,,0.0,14245.996,1.929,582.2,0.0,13466.971,,51.415,0.0,0.33,A,15306.5355,6798.0
20120930,2012.0,3.0,PLD,PROLOGIS INC,28576.422,12899.549,330.703,158.188,460.897,,,0.0,14401.901,-36.221,582.2,0.0,13481.749,,55.886,0.0,0.27,A,16145.2219,6798.0
20121231,2012.0,4.0,PLD,PROLOGIS INC,27310.145,12486.817,277.736,100.81,461.77,1477.0,,349.634,13536.809,-218.408,582.2,0.0,13069.017,,60.608,0.0,-0.34,A,16849.9873,6798.0
20130331,2013.0,1.0,PLD,PROLOGIS INC,24075.299,12400.895,833.964,785.359,462.446,,,0.0,10382.266,284.829,582.5,482.5,12983.395,,56.197,0.0,0.56,A,18488.5911,6798.0
20130630,2013.0,2.0,PLD,PROLOGIS INC,24037.568,13699.426,412.066,385.424,498.597,,,0.0,9715.066,2.299,100.0,0.0,13799.426,,54.909,0.0,0.51,A,18807.0788,6798.0
20130930,2013.0,3.0,PLD,PROLOGIS INC,24789.543,13653.093,164.181,121.693,498.6,,,0.0,10526.021,-5.399,100.0,0.0,13753.093,,55.034,0.0,0.39,A,18757.332,6798.0
20131231,2013.0,4.0,PLD,PROLOGIS INC,24572.307,13611.101,505.339,491.129,498.799,866.0,,256.018,10395.854,61.192,100.0,0.0,13711.101,,63.067,0.0,0.4,A,18430.6231,6798.0
20140331,2014.0,1.0,PLD,PROLOGIS INC,24655.148,13471.035,198.636,188.886,499.651,,,0.0,10161.905,6.801,100.0,0.0,13571.035,,63.203,0.0,0.01,A,20400.7503,6798.0
20140630,2014.0,2.0,PLD,PROLOGIS INC,24131.562,13493.509,267.427,267.427,499.816,,,0.0,9854.712,81.18,78.235,0.0,13571.744,,60.375,0.0,0.16,A,20537.4394,6798.0
20140930,2014.0,3.0,PLD,PROLOGIS INC,24072.103,13361.866,311.879,311.879,499.953,,,0.0,9935.354,137.915,78.235,0.0,13440.101,,58.203,0.0,0.43,A,18848.2281,6798.0
20141231,2014.0,4.0,PLD,PROLOGIS INC,25818.223,13897.274,350.692,350.692,509.498,599.0,,224.589,10634.624,410.287,78.235,0.0,13975.509,,65.987,0.0,1.25,A,21923.6989,6798.0
20150331,2015.0,1.0,PLD,PROLOGIS INC,25460.821,14536.738,192.013,192.013,524.037,,,0.0,9668.014,346.876,78.235,0.0,14614.973,,51.306,0.0,0.67,A,22827.0517,6798.0
20150630,2015.0,2.0,PLD,PROLOGIS INC,31602.397,14632.516,351.025,351.025,524.122,,,0.0,13248.373,141.918,78.235,0.0,14710.751,,51.974,0.0,0.94,A,19444.9262,6798.0
20150930,2015.0,3.0,PLD,PROLOGIS INC,31419.354,14553.335,310.433,310.433,524.186,,,0.0,13234.383,260.65,78.235,0.0,14631.57,,54.178,0.0,1.43,A,20390.8354,6798.0
20151231,2015.0,4.0,PLD,PROLOGIS INC,31394.767,14589.7,264.08,264.08,524.512,934.0,,276.315,12973.931,119.995,78.235,0.0,14667.935,,59.769,0.0,1.66,A,22512.055,6798.0
20160331,2016.0,1.0,PLD,PROLOGIS INC,31375.748,14554.426,369.737,369.737,525.132,,,0.0,13035.124,209.73,78.235,0.0,14632.661,,50.543,0.0,0.4,A,23200.3318,6798.0
20160630,2016.0,2.0,PLD,PROLOGIS INC,30745.934,14633.956,332.221,332.221,526.461,,,0.0,12462.9,277.079,78.235,0.0,14712.191,,56.934,0.0,0.92,A,25817.6474,6798.0
20160930,2016.0,3.0,PLD,PROLOGIS INC,30888.209,14720.932,375.12,375.12,528.599,,,0.0,12604.939,280.926,78.235,0.0,14799.167,,58.157,0.0,1.45,A,28301.1905,6798.0
20161231,2016.0,4.0,PLD,PROLOGIS INC,30249.932,14912.846,807.316,807.316,528.671,622.346,,553.731,11791.792,442.197,78.235,0.0,14991.081,,56.433,0.0,2.29,A,27908.5421,6798.0
20170331,2017.0,1.0,PLD,PROLOGIS INC,29814.958,14668.632,395.829,395.829,530.213,,,0.0,12146.537,204.929,78.235,0.0,14746.867,,53.617,0.0,0.38,A,27507.4504,6798.0
20170630,2017.0,2.0,PLD,PROLOGIS INC,30150.395,14769.061,271.354,271.354,531.338,,,0.0,12290.157,268.617,78.235,0.0,14847.296,,60.077,0.0,0.89,A,31157.6603,6798.0
20170930,2017.0,3.0,PLD,PROLOGIS INC,29654.15,15465.516,568.726,568.726,532.081,,,0.0,11094.894,877.893,78.235,0.0,15543.751,,57.656,0.0,2.54,A,33765.8603,6798.0
20171231,2017.0,4.0,PLD,PROLOGIS INC,29481.075,15562.21,447.046,447.046,532.186,168.894,,514.019,10775.334,300.886,68.948,0.0,15631.158,,59.709,0.0,3.1,A,34331.3189,6798.0
20180331,2018.0,1.0,PLD,PROLOGIS INC,29671.485,15611.127,458.099,458.099,533.107,,,0.0,10883.365,367.378,68.948,0.0,15680.075,,62.428,0.0,0.69,A,33580.4099,6798.0
20180630,2018.0,2.0,PLD,PROLOGIS INC,29502.882,15569.622,527.83,527.83,533.303,,,0.0,10776.379,336.087,68.948,0.0,15638.57,,57.615,0.0,1.32,A,35032.6741,6798.0
20180930,2018.0,3.0,PLD,PROLOGIS INC,38268.162,21961.651,275.562,275.562,629.522,,,0.0,12830.507,347.836,68.948,0.0,22030.599,,62.244,0.0,1.92,A,42675.2964,6798.0
20181231,2018.0,4.0,PLD,PROLOGIS INC,38417.664,22229.145,343.856,343.856,629.616,273.056,,796.806,12616.776,598.06,68.948,0.0,22298.093,,56.698,0.0,2.9,A,36971.0515,6798.0
20190331,2019.0,1.0,PLD,PROLOGIS INC,38392.112,22265.535,251.03,251.03,630.743,,,0.0,12568.051,348.546,68.948,0.0,22334.483,,69.701,0.0,0.55,A,45381.9589,6798.0
20190630,2019.0,2.0,PLD,PROLOGIS INC,38706.75,22261.86,401.19,401.19,631.054,,,0.0,12929.317,385.276,68.948,0.0,22330.808,,66.276,0.0,1.16,A,50547.4254,6798.0
20190930,2019.0,3.0,PLD,PROLOGIS INC,39448.185,22448.262,1024.994,1024.994,631.743,,,0.0,13512.608,452.146,68.948,0.0,22517.21,,65.199,0.0,1.87,A,53837.1385,6798.0
20191231,2019.0,4.0,PLD,PROLOGIS INC,40031.85,22584.179,1088.855,1088.855,631.797,535.753,,718.695,13960.066,386.991,68.948,0.0,22653.127,,65.542,0.0,2.48,A,56318.3846,6798.0
20200331,2020.0,1.0,PLD,PROLOGIS INC,55007.247,32190.494,807.871,807.871,738.563,29.894,,0.0,18231.377,491.053,68.948,0.0,32259.442,,64.689,0.0,0.7,A,59358.3083,6798.0
20200630,2020.0,2.0,PLD,PROLOGIS INC,55221.857,32173.98,549.129,549.129,738.732,15.147,,0.0,18475.648,406.173,68.948,0.0,32242.928,,64.664,0.0,1.24,A,68945.8576,6798.0
20200930,2020.0,3.0,PLD,PROLOGIS INC,55759.598,32033.227,940.193,940.193,738.965,2.115,,0.0,19270.291,302.694,63.948,0.0,32097.175,,74.348,0.0,1.65,A,74354.6583,6798.0
20201231,2020.0,4.0,PLD,PROLOGIS INC,56065.005,31907.599,598.086,598.086,739.381,376.061,,1240.949,19740.425,281.894,63.948,0.0,31971.547,,66.144,0.0,2.02,A,73686.7105,6798.0
20210331,2021.0,1.0,PLD,PROLOGIS INC,55732.809,31944.569,676.074,676.074,739.746,,,0.0,19347.606,367.347,63.948,0.0,32008.517,,78.032,0.0,0.5,A,78413.076,6798.0
20210630,2021.0,2.0,PLD,PROLOGIS INC,56441.385,32041.765,601.446,601.446,739.02,,,0.0,19960.581,600.176,63.948,0.0,32105.713,,74.342,0.0,1.3,A,88335.0606,6798.0
20210930,2021.0,3.0,PLD,PROLOGIS INC,57016.67,32442.169,585.071,585.071,739.323,,,0.0,20259.196,723.538,63.948,0.0,32506.117,,66.97,0.0,2.28,A,92733.2839,6798.0
20100331,2010.0,1.0,IR,INGERSOLL RAND INC,1893.792,1054.601,112.823,112.823,52.327,38.11,15.629,860.444,828.777,31.958,0.0,0.0,1054.601,65.553,85.292,4.759,0.61,A,2304.4811,3560.0
20100630,2010.0,2.0,IR,INGERSOLL RAND INC,1832.618,1037.24,111.138,111.138,52.248,34.797,14.719,816.758,784.459,37.334,0.0,0.0,1037.24,55.768,93.228,12.338,1.33,A,2329.7383,3560.0
20100930,2010.0,3.0,IR,INGERSOLL RAND INC,2030.339,1151.313,166.596,166.596,52.456,32.95,14.453,872.611,867.488,46.575,0.0,0.0,1151.313,59.807,92.233,19.744,2.22,A,2815.8381,3560.0
20101231,2010.0,4.0,IR,INGERSOLL RAND INC,2027.098,1177.163,157.029,157.029,52.181,37.228,15.447,861.384,837.425,57.095,0.0,0.0,1177.163,62.157,95.055,33.039,3.31,A,3591.0964,3560.0
20110331,2011.0,1.0,IR,INGERSOLL RAND INC,2164.153,1265.963,185.305,185.305,52.241,37.622,14.921,883.247,886.092,59.478,0.0,0.0,1265.963,64.375,95.962,8.03,1.14,A,4076.3652,3560.0
20110630,2011.0,2.0,IR,INGERSOLL RAND INC,2185.553,1352.717,121.347,121.347,52.316,38.01,15.27,891.357,819.966,67.121,0.0,0.0,1352.717,64.101,105.884,20.98,2.42,A,4397.1598,3560.0
20110930,2011.0,3.0,IR,INGERSOLL RAND INC,2131.036,1236.171,143.944,143.944,50.577,38.54,14.882,848.387,892.839,73.583,0.0,0.0,1236.171,63.735,94.029,38.491,3.85,A,3214.1684,3560.0
20111231,2011.0,4.0,IR,INGERSOLL RAND INC,2365.568,1277.291,155.259,155.259,50.651,77.692,15.211,1025.466,1085.937,77.381,0.0,0.0,1277.291,76.761,95.909,55.688,5.37,A,3903.1661,3560.0
20120331,2012.0,1.0,IR,INGERSOLL RAND INC,2478.59,1354.363,186.862,186.862,50.609,89.808,19.089,1040.947,1122.634,54.832,0.0,0.0,1354.363,76.646,99.68,13.104,1.08,A,3189.3792,3560.0
20120630,2012.0,2.0,IR,INGERSOLL RAND INC,2426.238,1279.455,225.093,225.093,48.971,94.895,15.408,1004.955,1144.932,75.267,0.0,0.0,1279.455,71.664,102.294,28.345,2.6,A,2591.0556,3560.0
20120930,2012.0,3.0,IR,INGERSOLL RAND INC,2457.229,1365.666,248.933,248.933,49.099,108.255,14.358,1013.55,1089.413,64.103,0.0,0.0,1365.666,72.858,97.48,37.036,3.9,A,2966.0706,3560.0
20121231,2012.0,4.0,IR,INGERSOLL RAND INC,2490.192,1451.615,254.0,254.0,49.144,359.433,14.923,1020.624,1036.029,69.064,0.0,0.0,1451.615,63.466,100.444,49.75,5.31,A,3366.364,3560.0
20130331,2013.0,1.0,IR,INGERSOLL RAND INC,2455.402,1466.512,225.401,225.401,49.207,305.946,14.896,994.641,987.343,45.683,0.0,0.0,1466.512,67.164,108.504,6.834,0.93,A,3695.9378,3560.0
20130630,2013.0,2.0,IR,INGERSOLL RAND INC,,,,,,,,,,,,,,,,,,A,,3560.0
20130930,2013.0,3.0,IR,INGERSOLL RAND INC,,,,,,,,,,,,,,,,,,A,,3560.0
20131231,2013.0,4.0,IR,INGERSOLL RAND INC,,,,,,,,,,,,,,,,,,A,,3560.0
20140331,2014.0,1.0,IR,INGERSOLL RAND INC,,,,,,,,,,,,,,,,,,A,,3560.0
20140630,2014.0,2.0,IR,INGERSOLL RAND INC,,,,,,,,,,,,,,,,,,A,,3560.0
20140930,2014.0,3.0,IR,INGERSOLL RAND INC,,,,,,,,,,,,,,,,,,A,,3560.0
20141231,2014.0,4.0,IR,INGERSOLL RAND INC,,,,,,,,,,,,,,,,,,A,,3560.0
20150331,2015.0,1.0,IR,INGERSOLL RAND INC,,,,,,,40.6,,,29.6,,,,,,,0.16,A,,3560.0
20150630,2015.0,2.0,IR,INGERSOLL RAND INC,,,,,,,41.4,,,7.6,,,,,,,0.2,A,,3560.0
20150930,2015.0,3.0,IR,INGERSOLL RAND INC,,,,,,,39.6,,,0.5,,,,,,,0.2,A,,3560.0
20151231,2015.0,4.0,IR,INGERSOLL RAND INC,4462.046,390.233,228.322,228.322,149.669,25.388,41.424,2835.184,4056.511,-388.853,0.0,0.0,390.233,578.958,426.958,70.973,-1.85,A,,3560.0
20160331,2016.0,1.0,IR,INGERSOLL RAND INC,,,,,,,41.243,,,-9.62,,,,,101.253,,-0.05,A,,3560.0
20160630,2016.0,2.0,IR,INGERSOLL RAND INC,,,,,,,42.757,,,-3.88,,,,,104.447,,-0.07,A,,3560.0
20160930,2016.0,3.0,IR,INGERSOLL RAND INC,,,,,,,42.8,,,-12.9,,,,,99.0,,-0.14,A,,3560.0
20161231,2016.0,4.0,IR,INGERSOLL RAND INC,4315.948,265.908,255.803,255.803,148.655,24.465,45.925,2624.574,4044.19,-10.22,0.0,0.0,265.908,487.632,102.172,74.416,-0.19,A,,3560.0
20170331,2017.0,1.0,IR,INGERSOLL RAND INC,4312.567,283.678,225.577,225.577,189.732,24.55,39.663,2624.65,4028.889,-7.015,0.0,0.0,283.678,482.122,98.056,16.39,-0.04,A,,3560.0
20170630,2017.0,2.0,IR,INGERSOLL RAND INC,4422.9,1209.0,245.7,245.7,195.954,5.9,43.837,2659.9,3213.9,-146.285,0.0,0.0,1209.0,420.2,275.644,26.8,-0.81,A,4234.5659,3560.0
20170930,2017.0,3.0,IR,INGERSOLL RAND INC,4552.6,1271.8,303.0,303.0,196.011,21.1,43.4,2666.6,3280.8,28.1,0.0,0.0,1271.8,409.2,114.5,36.4,-0.65,A,5394.2227,3560.0
20171231,2017.0,4.0,IR,INGERSOLL RAND INC,4621.2,1476.8,393.3,393.3,196.218,20.9,46.9,2658.8,3144.4,143.6,0.0,0.0,1476.8,237.5,132.1,56.8,0.09,A,6657.6767,3560.0
